"","species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"381","Solanum acaule Bitter",NA,"Argentina","Jujuy","Humahuaca","Quebrada de Incacuevas, cerca de Esquina Blanca, km 1319, 3 del ferrocarril, a la altura de la Bóveda; 2 km de la entrada de la quebrada, 500m pasando la Cueva del Inca",-23.07,-65.39,NA,NA,"BAL","HERB","381384","specimen","Okada, K. A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Quebrada de Incacuevas, cerca de Esquina Blanca, km 1319, 3 del ferrocarril, a la altura de la Bóveda; 2 km de la entrada de la quebrada, 500m pasando la Cueva del Inca, Jujuy, Humahuaca, Argentina"
"382","Solanum acaule Bitter",NA,"Argentina","Jujuy","Humahuaca","Mina Aguilar",-23.21,-65.68,NA,NA,"LP","HERB","381388","specimen","Frangi, J. L.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Mina Aguilar, Jujuy, Humahuaca, Argentina"
"383","Solanum acaule Bitter",NA,"Argentina","Salta","Los Andes","Quebrada de Urucuru, 5 km al O de ruta 40 y a unos 25 km al N de San Antonio de Los Cobres",-23.95,-66.33,NA,NA,"BAL","HERB","381402","specimen","Okada, K. A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Quebrada de Urucuru, 5 km al O de ruta 40 y a unos 25 km al N de San Antonio de Los Cobres, Salta, Los Andes, Argentina"
"384","Solanum acaule Bitter",NA,"Argentina","Jujuy","Santa Catalina","Ruta Nacional 40, pasando Cuesta de Toquero hacia Santa Catalina",-22.11,-65.79,NA,NA,"SI","HERB","366013","specimen","Zuloaga, F. O.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Ruta Nacional 40, pasando Cuesta de Toquero hacia Santa Catalina, Jujuy, Santa Catalina, Argentina"
"385","Solanum acaule Bitter",NA,"Argentina","Catamarca","Andalgalá","Cuesta de la Negrilla cerca de la mina de Capillitas",-27.53,-66.35,NA,NA,"LIL","HERB","381375","specimen","Sleumer, H. O.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Cuesta de la Negrilla cerca de la mina de Capillitas, Catamarca, Andalgalá, Argentina"
"386","Solanum acaule Bitter",NA,"Argentina","Jujuy","Tilcara","Corral de Ventura",-23.58,-65.27,NA,NA,"SI","HERB","316151","specimen","Zuloaga, F. O.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Corral de Ventura, Jujuy, Tilcara, Argentina"
"387","Solanum acaule Bitter",NA,"Argentina","Jujuy","Tumbaya","Ciénaga Grande a Cerrillos",-23.73,-65.71,NA,NA,"BA","HERB","381397","specimen","Castellanos, A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Ciénaga Grande a Cerrillos, Jujuy, Tumbaya, Argentina"
"388","Solanum acaule Bitter",NA,"Argentina","Jujuy","Humahuaca","Sierra de Zenta",-23.33,-65.08,NA,NA,"SI","HERB","253862","specimen","Budin, E.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Sierra de Zenta, Jujuy, Humahuaca, Argentina"
"389","Solanum acaule Bitter",NA,"Argentina","Jujuy","Yavi","Rincón de Cajas, frente al puesto de gendarmería",-22.23,-65.28,NA,NA,"BAL","HERB","381398","specimen","Okada, K. A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Rincón de Cajas, frente al puesto de gendarmería, Jujuy, Yavi, Argentina"
"390","Solanum acaule Bitter",NA,"Argentina","Salta","Los Andes","Chorrillos",-24.61,-67.32,NA,NA,"BA","HERB","381403","specimen","Budin, E.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Chorrillos, Salta, Los Andes, Argentina"
"391","Solanum acaule Bitter",NA,"Argentina","Tucumán","-","Ruta Nac. 40, 39 km al S del cruce con ruta 51, cerca de Negra Muerta",-24.48,-66.22,NA,NA,"BAL","HERB","381447","specimen","Okada, K. A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Ruta Nac. 40, 39 km al S del cruce con ruta 51, cerca de Negra Muerta, Tucumán, -, Argentina"
"392","Solanum acaule Bitter",NA,"Argentina","Catamarca","Belén","Quebrada del Río Blanco, Las Mesaditas, arriba de Granadillas",-27.09,-66.89,NA,NA,"LIL","HERB","381376","specimen","Sleumer, H. O.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Quebrada del Río Blanco, Las Mesaditas, arriba de Granadillas, Catamarca, Belén, Argentina"
"393","Solanum acaule Bitter",NA,"Argentina","Jujuy","Humahuaca","Serranía de Aparzo, 1 km al S del Angosto de Aparzo",-23.12,-65.12,NA,NA,"BAL","HERB","381385","specimen","Okada, K. A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Serranía de Aparzo, 1 km al S del Angosto de Aparzo, Jujuy, Humahuaca, Argentina"
"394","Solanum acaule Bitter",NA,"Argentina","Tucumán","-","La Poma, Esquina Azul, ruta Nac. 40",-24.65,-66.2,NA,NA,"BAL","HERB","381445","specimen","Okada, K. A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","La Poma, Esquina Azul, ruta Nac. 40, Tucumán, -, Argentina"
"395","Solanum acaule Bitter",NA,"Argentina","Tucumán","Tafí","Abra del Infiernillo, km 88. Quebrada Macho Huañaca",-26.64,-65.74,NA,NA,"LIL","HERB","381438","specimen","Figueroa Romero, M. R.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Abra del Infiernillo, km 88. Quebrada Macho Huañaca, Tucumán, Tafí, Argentina"
"396","Solanum acaule Bitter",NA,"Argentina","Jujuy","Santa Catalina","Santa Catalina (Región de la Puna)",-22.07,-66.12,NA,NA,"CORD","HERB","381391","specimen","Kurtz, F.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Santa Catalina (Región de la Puna), Jujuy, Santa Catalina, Argentina"
"397","Solanum acaule Bitter",NA,"Argentina","Jujuy","Tilcara","Casa Colorada, subida al Abra de Remate",-23.54,-65.29,NA,NA,"LIL","HERB","381394","specimen","Sleumer, H. O.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Casa Colorada, subida al Abra de Remate, Jujuy, Tilcara, Argentina"
"398","Solanum acaule Bitter",NA,"Argentina","Jujuy","Susques","Ruta 70, cruce con ruta 16, entre Salina de Olaroz y Coranzulí",-23.13,-66.52,NA,NA,"SI","HERB","253828","specimen","Múlgura, M. E.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Ruta 70, cruce con ruta 16, entre Salina de Olaroz y Coranzulí, Jujuy, Susques, Argentina"
"399","Solanum acaule Bitter",NA,"Argentina","Jujuy","Humahuaca","Esquina Blanca, ruta nac. 9, entre Humahuaca y Tres Cruces",-22.97,-65.43,NA,NA,"BAL","HERB","381383","specimen","Okada, K. A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Esquina Blanca, ruta nac. 9, entre Humahuaca y Tres Cruces, Jujuy, Humahuaca, Argentina"
"400","Solanum acaule Bitter",NA,"Argentina","La Rioja","Famatina","Camino de Los Corrales a Cueva de Perez",-28.98,-67.72,NA,NA,"SI","HERB","229569","specimen","Cabrera, A. L.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Camino de Los Corrales a Cueva de Perez, La Rioja, Famatina, Argentina"
"401","Solanum acaule Bitter",NA,"Argentina","Catamarca","Ambato","Sierra de Ambato (Falda E subiendo desde El Rodeo hacia el Cerro Manchado), cerca de la casa de Piedra del Primer Campo",-28.02,-65.91,NA,NA,"CORD","HERB","381374","specimen","Hunziker, A. T.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Sierra de Ambato (Falda E subiendo desde El Rodeo hacia el Cerro Manchado), cerca de la casa de Piedra del Primer Campo, Catamarca, Ambato, Argentina"
"402","Solanum acaule Bitter",NA,"Argentina","Salta","San Carlos","Izonza, Las Aguadas, camino de Cachipampa a Amblayo, 21 km al S del Cruce con ruta 59 y a 10 km al SE de la bifurcación con el camino a Mina Don Otto",-25.81,-66.16,NA,NA,"BAL","HERB","381404","specimen","Okada, K. A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Izonza, Las Aguadas, camino de Cachipampa a Amblayo, 21 km al S del Cruce con ruta 59 y a 10 km al SE de la bifurcación con el camino a Mina Don Otto, Salta, San Carlos, Argentina"
"403","Solanum acaule Bitter",NA,"Argentina","Jujuy","Tumbaya","Alto del Morado, entre Purmamarca y Tres Morros",-23.7,-65.67,NA,NA,"SI","HERB","248416","specimen","Zuloaga, F. O.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Alto del Morado, entre Purmamarca y Tres Morros, Jujuy, Tumbaya, Argentina"
"404","Solanum acaule Bitter",NA,"Argentina","Jujuy","Humahuaca","Aparzo",-23.1,-65.17,NA,NA,"BAL","HERB","381382","specimen","Okada, K. A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Aparzo, Jujuy, Humahuaca, Argentina"
"405","Solanum acaule Bitter",NA,"Argentina","Jujuy","Tilcara","Pisamo por la senda de la Casa Colorada a Molulo",-23.63,-65.1,NA,NA,"BAL","HERB","381393","specimen","Okada, K. A.",NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,NA,NA,NA,"AR","Pisamo por la senda de la Casa Colorada a Molulo, Jujuy, Tilcara, Argentina"
"406","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Susques, road to Coranzuli, km 1333, near Tore.",-23.0666,-66.9,NA,4200,"NLD037","CGN-PGR","CGN17916","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"AR","Province: Jujuy, Department: Susques, road to Coranzuli, km 1333, near Tore., Argentina"
"407","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Department: Cochabamba, Province: Arque, 94km from Cochabamba to Oruro, 4km after Sayari.",-17.6666,-66.5333,NA,3800,"NLD037","CGN-PGR","CGN22764","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Department: Cochabamba, Province: Arque, 94km from Cochabamba to Oruro, 4km after Sayari., Bolivia"
"408","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Department: Potosi, Province: Bustillo, 10km from Uncia to Cala Cala.",-18.4833,-66.5166,NA,3630,"NLD037","CGN-PGR","CGN23504","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3630",NA,NA,"BO","Department: Potosi, Province: Bustillo, 10km from Uncia to Cala Cala., Bolivia"
"409","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Tumbaya, Quebrada de Estancia Grande.",-23.6166,-65.5333,NA,3300,"NLD037","CGN-PGR","CGN17961","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3300",NA,NA,"AR","Province: Jujuy, Department: Tumbaya, Quebrada de Estancia Grande., Argentina"
"410","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Yavi, Suripugio",-22.1666,-65.3833,NA,3700,"NLD037","CGN-PGR","CGN17913","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Province: Jujuy, Department: Yavi, Suripugio, Argentina"
"411","Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Tilcara",-23.6,-65.1333,NA,3500,"NLD037","CGN-PGR","CGN21330","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3500",NA,NA,"AR","Province: Jujuy, Department: Tilcara, Argentina"
"412","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Salta, Department: San Carlos, 11km S of Route 59, road to Mina Don Otto.",-25.2833,-65.9,NA,3100,"NLD037","CGN-PGR","CGN18270","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3100",NA,NA,"AR","Province: Salta, Department: San Carlos, 11km S of Route 59, road to Mina Don Otto., Argentina"
"413","Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Province: La Rioja, Department: Famatina",-28.9333,-67.8,NA,3580,"NLD037","CGN-PGR","CGN17936","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3580",NA,NA,"AR","Province: La Rioja, Department: Famatina, Argentina"
"414","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Department: Cochabamba, Province: Arani, 87 km from Cochabamba to Santa Cruz, Koari.",-17.4333,-65.7166,NA,3550,"NLD037","CGN-PGR","CGN17675","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3550",NA,NA,"BO","Department: Cochabamba, Province: Arani, 87 km from Cochabamba to Santa Cruz, Koari., Bolivia"
"415","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Santa Catalina",-21.8833,-66.1166,NA,4000,"NLD037","CGN-PGR","CGN24381","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","Province: Jujuy, Department: Santa Catalina, Argentina"
"416","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Department: Potosi, Province: Frias, cemetery of Potosi.",-19.5666,-65.7333,NA,3850,"NLD037","CGN-PGR","CGN20618","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3850",NA,NA,"BO","Department: Potosi, Province: Frias, cemetery of Potosi., Bolivia"
"417","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Yavi",-22.1166,-65.7,NA,3530,"NLD037","CGN-PGR","CGN17918","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3530",NA,NA,"AR","Province: Jujuy, Department: Yavi, Argentina"
"418","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Tumbaya",-23.8666,-65.8,NA,3480,"NLD037","CGN-PGR","CGN23046","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3480",NA,NA,"AR","Province: Jujuy, Department: Tumbaya, Argentina"
"419","Solanum acaule subsp. punae",NA,"Peru",NA,NA,"Department: Huancavelica, Province: Huancavelica, Huancavelica to Lircay, Km 26.",-12.85,-74.85,NA,4150,"NLD037","CGN-PGR","CGN20672","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4150",NA,NA,"PE","Department: Huancavelica, Province: Huancavelica, Huancavelica to Lircay, Km 26., Peru"
"420","Solanum acaule subsp. palmirense",NA,"Ecuador",NA,NA,"P. Chimborazo, Palmira, on Loma Moyocancha, at Estacion Experimental Paramo Moyocancha, 11.4km E of Tixan-Palmira road, 3.3km S of Cocan.",-2.15,-78.7166,NA,3750,"NLD037","CGN-PGR","CGN20675","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3750",NA,NA,"EC","P. Chimborazo, Palmira, on Loma Moyocancha, at Estacion Experimental Paramo Moyocancha, 11.4km E of Tixan-Palmira road, 3.3km S of Cocan., Ecuador"
"421","Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Tilcara",-23.5833,-65.1666,NA,3700,"NLD037","CGN-PGR","CGN23487","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Province: Jujuy, Department: Tilcara, Argentina"
"422","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Humahuaca",-22.9666,-65.4333,NA,3700,"NLD037","CGN-PGR","CGN17928","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Province: Jujuy, Department: Humahuaca, Argentina"
"423","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Department: La Paz, Province: Aroma, near Patacamaya, Banos de Viscachani.",-17.1666,-67.9666,NA,3800,"NLD037","CGN-PGR","CGN22366","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Department: La Paz, Province: Aroma, near Patacamaya, Banos de Viscachani., Bolivia"
"424","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Capital, Pie de La Cuesta, 9 km NE of Leon.",-24.0333,-65.55,NA,3700,"NLD037","CGN-PGR","CGN24288","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"AR","Province: Jujuy, Department: Capital, Pie de La Cuesta, 9 km NE of Leon., Argentina"
"425","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Santa Catalina",-22.1,-66.1333,NA,4000,"NLD037","CGN-PGR","CGN17921","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"AR","Province: Jujuy, Department: Santa Catalina, Argentina"
"426","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Department: La Paz, Province: Ingavi, Tiwanacu (Inca ruines).",-16.5666,-68.7,NA,3800,"NLD037","CGN-PGR","CGN20612","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Department: La Paz, Province: Ingavi, Tiwanacu (Inca ruines)., Bolivia"
"427","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Department: Oruro, Province: Carangas, 56km from Oruro to Toledo and thereafter to Llanquera.",-18.0833,-67.5,NA,3620,"NLD037","CGN-PGR","CGN18156","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3620",NA,NA,"BO","Department: Oruro, Province: Carangas, 56km from Oruro to Toledo and thereafter to Llanquera., Bolivia"
"428","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Salta, Department: Santa Victoria",-22.4166,-65.0833,NA,3640,"NLD037","CGN-PGR","CGN17915","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3640",NA,NA,"AR","Province: Salta, Department: Santa Victoria, Argentina"
"429","Solanum acaule subsp. aemulans",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Tilcara, between Quebrada del Chorro and Laguna Colorada.",-23.7166,-65.2833,NA,3400,"NLD037","CGN-PGR","CGN17842","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3400",NA,NA,"AR","Province: Jujuy, Department: Tilcara, between Quebrada del Chorro and Laguna Colorada., Argentina"
"430","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Santa Catalina",-21.9166,-66.15,NA,3800,"NLD037","CGN-PGR","CGN17920","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"AR","Province: Jujuy, Department: Santa Catalina, Argentina"
"431","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Department: Cochabamba, Province: Cercado, Sierra de Tunari, near Lake Huara At End of road, 23.5 Km from Park Entry.",-17.3,-66.1666,NA,4000,"NLD037","CGN-PGR","CGN23559","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Department: Cochabamba, Province: Cercado, Sierra de Tunari, near Lake Huara At End of road, 23.5 Km from Park Entry., Bolivia"
"432","Solanum acaule f. acaule",NA,"Peru",NA,NA,"Department: Cusco, Province: Canchis, Aguas Calientes, just below La Raya Pass on Cuzco side of road to Puno.",-14.4666,-71.0666,NA,4050,"NLD037","CGN-PGR","CGN18370","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4050",NA,NA,"PE","Department: Cusco, Province: Canchis, Aguas Calientes, just below La Raya Pass on Cuzco side of road to Puno., Peru"
"433","Solanum acaule f. acaule",NA,"Bolivia",NA,NA,"Department: La Paz, Province: Omasuyos, high pass region on the road between Achacachi and Sorata.",-15.7833,-68.6666,NA,4500,"NLD037","CGN-PGR","CGN17843","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4500",NA,NA,"BO","Department: La Paz, Province: Omasuyos, high pass region on the road between Achacachi and Sorata., Bolivia"
"434","Solanum acaule f. acaule",NA,"Argentina",NA,NA,"Province: Jujuy, Department: Yavi, near El Angosto",-22.1166,-65.4333,NA,3450,"NLD037","CGN-PGR","CGN17923","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3450",NA,NA,"AR","Province: Jujuy, Department: Yavi, near El Angosto, Argentina"
