"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Cusco P. Chumbivilcas Colquemarca",-14.2822,-72.0419,NA,NA,"PER001","CIP - Potato collection","CIP-761553","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"0",NA,NA,"PE","Cusco P. Chumbivilcas Colquemarca, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Huancane Lajota            ??",NA,NA,NA,4300,"PER001","CIP - Potato collection","CIP-762151","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4300",NA,NA,"PE","Puno P. Huancane Lajota            ??, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"Cochabamba P. Chapare Sierra de Tunari, near Lake Huara Huara, at the end of the road.",-17.3,-66.167,NA,4000,"PER001","CIP - Potato collection","CIP-760456","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Cochabamba P. Chapare Sierra de Tunari, near Lake Huara Huara, at the end of the road., Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Ayacucho P. Lucanas Negro Mayo",-14.6333,-73.75,NA,4180,"PER001","CIP - Potato collection","CIP-762033","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4180",NA,NA,"PE","Ayacucho P. Lucanas Negro Mayo, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Ayacucho P. Lucanas Pampa Galeras",-14.667,-74.383,NA,4000,"PER001","CIP - Potato collection","CIP-761024","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"PE","Ayacucho P. Lucanas Pampa Galeras, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Sandia Solitario",-15.1182,-69.5513,NA,4200,"PER001","CIP - Potato collection","CIP-762341","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"PE","Puno P. Sandia Solitario, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"La Paz P. Larecaja 27 km from Sorata on higher altitude road to Tacacoma",-15.617,-68.7,NA,4060,"PER001","CIP - Potato collection","CIP-760589","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4060",NA,NA,"BO","La Paz P. Larecaja 27 km from Sorata on higher altitude road to Tacacoma, Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Arequipa P. Caylloma 5.0 km S of Pulpera on road to Arequipa.",NA,NA,NA,4130,"PER001","CIP - Potato collection","CIP-762873","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4130",NA,NA,"PE","Arequipa P. Caylloma 5.0 km S of Pulpera on road to Arequipa., Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Cusco P. Canas Provincias Altas      ??",NA,NA,NA,NA,"PER001","CIP - Potato collection","CIP-762385","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"0",NA,NA,"PE","Cusco P. Canas Provincias Altas      ??, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Puno Ilave - Phinutani",NA,NA,NA,3840,"PER001","CIP - Potato collection","CIP-761627","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3840",NA,NA,"PE","Puno P. Puno Ilave - Phinutani, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Arequipa Caylloma Pulpera-Shibayo",NA,NA,NA,NA,"PER001","CIP - Potato collection","CIP-763203","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"0",NA,NA,"PE","Arequipa Caylloma Pulpera-Shibayo, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Cusco P. Quispicanchi Marcapata",-13.5,-70.917,NA,3200,"PER001","CIP - Potato collection","CIP-761229","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3200",NA,NA,"PE","Cusco P. Quispicanchi Marcapata, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"Oruro P. Cercado Machacamarca between Oruro and Patacamaya",NA,NA,NA,3700,"PER001","CIP - Potato collection","CIP-761404","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3700",NA,NA,"BO","Oruro P. Cercado Machacamarca between Oruro and Patacamaya, Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Arequipa P. Caylloma Between Shibayo and  Arequipa",NA,NA,NA,4075,"PER001","CIP - Potato collection","CIP-761956","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4075",NA,NA,"PE","Arequipa P. Caylloma Between Shibayo and  Arequipa, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Ayacucho P. Parinacochas Cruzvuelta",-15.5283,-73.5786,NA,3400,"PER001","CIP - Potato collection","CIP-761144","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3400",NA,NA,"PE","Ayacucho P. Parinacochas Cruzvuelta, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Ayacucho P. Lucanas Puquio",-14.68,-74.12,NA,3750,"PER001","CIP - Potato collection","CIP-761828","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3750",NA,NA,"PE","Ayacucho P. Lucanas Puquio, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,NA,NA,NA,NA,NA,"PER001","CIP - Potato collection","CIP-760772","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"0",NA,NA,"PE","Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Lima P. Huarochiri Pacomanta",-76.3,-76.3,NA,3800,"PER001","CIP - Potato collection","CIP-762076","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"PE","Lima P. Huarochiri Pacomanta, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"La Paz P. Inquisivi Near Tablachaca in route from Quime to Eucaliptus via Colcha.",NA,NA,NA,2500,"PER001","CIP - Potato collection","CIP-761350","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"2500",NA,NA,"BO","La Paz P. Inquisivi Near Tablachaca in route from Quime to Eucaliptus via Colcha., Bolivia"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"La Paz P. Manco Capac Near Lacko river , between Copacabana and Casani",-16.15,-69,NA,3800,"PER001","CIP - Potato collection","CIP-761288","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","La Paz P. Manco Capac Near Lacko river , between Copacabana and Casani, Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Lampa Saluyo",NA,NA,NA,NA,"PER001","CIP - Potato collection","CIP-762545","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"0",NA,NA,"PE","Puno P. Lampa Saluyo, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Pasco P. Pasco Surroundings of  Laguna La Victoria",NA,NA,NA,4000,"PER001","CIP - Potato collection","CIP-762250","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"PE","Pasco P. Pasco Surroundings of  Laguna La Victoria, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Cusco P. Espinar Puente Santo Domingo",NA,NA,NA,4000,"PER001","CIP - Potato collection","CIP-762424","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"PE","Cusco P. Espinar Puente Santo Domingo, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"Cochabamba P. Ayopaya 34 km from turning off the Morochata-Cochabamba road towards Cocapata.",-17.167,-66.5,NA,4000,"PER001","CIP - Potato collection","CIP-760481","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Cochabamba P. Ayopaya 34 km from turning off the Morochata-Cochabamba road towards Cocapata., Bolivia"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"La Paz P. Franz Tamayo Huaylapucyo from Catantika to Pelechuco",NA,NA,NA,4200,"PER001","CIP - Potato collection","CIP-762159","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"BO","La Paz P. Franz Tamayo Huaylapucyo from Catantika to Pelechuco, Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Tacna P. Tarata Candarave",-17.2677,-70.2494,NA,3240,"PER001","CIP - Potato collection","CIP-761939","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3240",NA,NA,"PE","Tacna P. Tarata Candarave, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Cusco P. Espinar Puente Santo Domingo",NA,NA,NA,4000,"PER001","CIP - Potato collection","CIP-762425","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"PE","Cusco P. Espinar Puente Santo Domingo, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"Potosi P. Tomas Frias 3 km from Potosi to Don Diego",-19.5,-65.717,NA,3800,"PER001","CIP - Potato collection","CIP-760506","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"BO","Potosi P. Tomas Frias 3 km from Potosi to Don Diego, Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Cusco P. Espinar Espinar Tocroya",NA,NA,NA,3950,"PER001","CIP - Potato collection","CIP-762567","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"PE","Cusco P. Espinar Espinar Tocroya, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"Cochabamba P. Ayopaya 27 km from Kami on the road from Cruce de Challa to Independencia.",-17.25,-66.9,NA,3730,"PER001","CIP - Potato collection","CIP-760448","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3730",NA,NA,"BO","Cochabamba P. Ayopaya 27 km from Kami on the road from Cruce de Challa to Independencia., Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Arequipa P. Caylloma Vecinity of  Viscachani",-15.5575,-71.1305,NA,4140,"PER001","CIP - Potato collection","CIP-761955","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4140",NA,NA,"PE","Arequipa P. Caylloma Vecinity of  Viscachani, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Sandia Solitario",-15.1182,-69.5513,NA,4200,"PER001","CIP - Potato collection","CIP-762209","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"PE","Puno P. Sandia Solitario, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Huancane Lajota            ??",NA,NA,NA,4300,"PER001","CIP - Potato collection","CIP-762155","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4300",NA,NA,"PE","Puno P. Huancane Lajota            ??, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,NA,NA,NA,NA,NA,"PER001","CIP - Potato collection","CIP-762706","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"0",NA,NA,"PE","Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Huancane Lajota            ??",NA,NA,NA,4300,"PER001","CIP - Potato collection","CIP-762150","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4300",NA,NA,"PE","Puno P. Huancane Lajota            ??, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Junin P. Yauli Huaymanta",-11.7,-75.433,NA,3600,"PER001","CIP - Potato collection","CIP-761225","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"PE","Junin P. Yauli Huaymanta, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Junin P. Tarma Oroya - Carhuamayo     ??",-10.91,-76.05,NA,3800,"PER001","CIP - Potato collection","CIP-761861","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"PE","Junin P. Tarma Oroya - Carhuamayo     ??, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Lampa Saraccocha",NA,NA,NA,4100,"PER001","CIP - Potato collection","CIP-762377","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4100",NA,NA,"PE","Puno P. Lampa Saraccocha, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Lima Huarochiri Mina Venturosa",NA,NA,NA,NA,"PER001","CIP - Potato collection","CIP-763507","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"0",NA,NA,"PE","Lima Huarochiri Mina Venturosa, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Ayacucho P. Lucanas Pampa Marca",-13.45,-74.3333,NA,4200,"PER001","CIP - Potato collection","CIP-761823","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"PE","Ayacucho P. Lucanas Pampa Marca, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"Tarija P. Avilez Punas de Patanca, 10 km NE of Copacabana",-21.85,-65.02,NA,3780,"PER001","CIP - Potato collection","CIP-761382","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3780",NA,NA,"BO","Tarija P. Avilez Punas de Patanca, 10 km NE of Copacabana, Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Ayacucho P. Lucanas Pampa Galeras",-14.6666,-74.3833,NA,3950,"PER001","CIP - Potato collection","CIP-762044","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"PE","Ayacucho P. Lucanas Pampa Galeras, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"La Paz P. Pacajes 2 km beyond Caquiaveri on the road to Rio Desaguadero.",-17.033,-68.85,NA,4050,"PER001","CIP - Potato collection","CIP-760316","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4050",NA,NA,"BO","La Paz P. Pacajes 2 km beyond Caquiaveri on the road to Rio Desaguadero., Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Chucuito Near  Juli",NA,NA,NA,3825,"PER001","CIP - Potato collection","CIP-761626","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3825",NA,NA,"PE","Puno P. Chucuito Near  Juli, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Ayacucho P. Lucanas Alturas de Puquio",-14.68,-74.12,NA,3720,"PER001","CIP - Potato collection","CIP-762037","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3720",NA,NA,"PE","Ayacucho P. Lucanas Alturas de Puquio, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"La Paz P. Omasuyos 30km from Umacha to Ambana",-15.733,-68.917,NA,4250,"PER001","CIP - Potato collection","CIP-760594","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4250",NA,NA,"BO","La Paz P. Omasuyos 30km from Umacha to Ambana, Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Huancavelica P. Huancavelica Llullupata",-7.9902,-77.6552,NA,4100,"PER001","CIP - Potato collection","CIP-761525","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4100",NA,NA,"PE","Huancavelica P. Huancavelica Llullupata, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Cusco Calca Ruinas de Pisac",NA,NA,NA,NA,"PER001","CIP - Potato collection","CIP-763358","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"0",NA,NA,"PE","Cusco Calca Ruinas de Pisac, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Junin P. Yauli Casaracra",-11.46,-75.958,NA,3800,"PER001","CIP - Potato collection","CIP-762283","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3800",NA,NA,"PE","Junin P. Yauli Casaracra, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"Oruro P. Carangas 56 km from Oruro to Toledo and thereafter to Llanquera",-18.083,-67.633,NA,3620,"PER001","CIP - Potato collection","CIP-760873","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3620",NA,NA,"BO","Oruro P. Carangas 56 km from Oruro to Toledo and thereafter to Llanquera, Bolivia"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"Tarija P. Avilez 79 km far from Tarija on road to Villacon",-21.633,-65.05,NA,3650,"PER001","CIP - Potato collection","CIP-762983","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3650",NA,NA,"BO","Tarija P. Avilez 79 km far from Tarija on road to Villacon, Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Lampa Tingopalca",NA,NA,NA,4200,"PER001","CIP - Potato collection","CIP-762381","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4200",NA,NA,"PE","Puno P. Lampa Tingopalca, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Ayacucho P. Huamanga Cerro Condorcunca",NA,NA,NA,3600,"PER001","CIP - Potato collection","CIP-761537","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"PE","Ayacucho P. Huamanga Cerro Condorcunca, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Lima P. Canta Huaros",-11.4058,-76.5769,NA,4000,"PER001","CIP - Potato collection","CIP-761200","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"PE","Lima P. Canta Huaros, Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"La Paz P. Franz Tamayo Viscachani 3 km from Huaylapuquio to Pelechuco",NA,NA,NA,4000,"PER001","CIP - Potato collection","CIP-762163","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","La Paz P. Franz Tamayo Viscachani 3 km from Huaylapuquio to Pelechuco, Bolivia"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"Potosi P. Tomas Frias 12 km from Potosi to Don Diego",-19.483,-65.65,NA,3750,"PER001","CIP - Potato collection","CIP-760508","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3750",NA,NA,"BO","Potosi P. Tomas Frias 12 km from Potosi to Don Diego, Bolivia"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"Cochabamba P. Quillacollo 28 km on road from Quillacollo to Morachata.",-17.317,-66.367,NA,4000,"PER001","CIP - Potato collection","CIP-760216","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"BO","Cochabamba P. Quillacollo 28 km on road from Quillacollo to Morachata., Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. San Roman 1 km past Taraco on the road from Juliaca to Huancane.",-15.3,-69.967,NA,3950,"PER001","CIP - Potato collection","CIP-760339","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"PE","Puno P. San Roman 1 km past Taraco on the road from Juliaca to Huancane., Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Cusco P. Calca Yank'caylle",NA,NA,NA,4150,"PER001","CIP - Potato collection","CIP-761980","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4150",NA,NA,"PE","Cusco P. Calca Yank'caylle, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Cusco P. Espinar Espinar Tocroya",NA,NA,NA,3950,"PER001","CIP - Potato collection","CIP-762443","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"PE","Cusco P. Espinar Espinar Tocroya, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Junin P. Yauli Highlands of  Huaymanta.",-11.7,-75.433,NA,3600,"PER001","CIP - Potato collection","CIP-761228","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3600",NA,NA,"PE","Junin P. Yauli Highlands of  Huaymanta., Peru"
"solanum acaule acaule BITTER",NA,"Bolivia",NA,NA,"La Paz P. Omasuyos Coromata",-16.1666,-68.5666,NA,3950,"PER001","CIP - Potato collection","CIP-761293","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3950",NA,NA,"BO","La Paz P. Omasuyos Coromata, Bolivia"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Sandia Suytuccocha",-13.8255,-73.2758,NA,4000,"PER001","CIP - Potato collection","CIP-762194","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"PE","Puno P. Sandia Suytuccocha, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Ayacucho P. Lucanas Pampa Galeras",-14.667,-74.383,NA,4000,"PER001","CIP - Potato collection","CIP-761227","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4000",NA,NA,"PE","Ayacucho P. Lucanas Pampa Galeras, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. Chucuito Chucuito",-15.8833,-69.8833,NA,3840,"PER001","CIP - Potato collection","CIP-761329","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3840",NA,NA,"PE","Puno P. Chucuito Chucuito, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Pasco P. Pasco Gloriapata",-11.19,-75.935,NA,3900,"PER001","CIP - Potato collection","CIP-761025","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"3900",NA,NA,"PE","Pasco P. Pasco Gloriapata, Peru"
"solanum acaule acaule BITTER",NA,"Peru",NA,NA,"Puno P. San Roman Lagunillas",-15.7477,-70.7719,NA,4050,"PER001","CIP - Potato collection","CIP-761963","unknown",NA,NA,NA,"Data from GBIF data index - original values.",2013-01-16,NA,"4050",NA,NA,"PE","Puno P. San Roman Lagunillas, Peru"
